date,text,place
3/7/2019 18:16:07,"Солёный огурец, на полу валяется, никто его не ест.",Рязань
3/7/2019 19:21:22,"Соленый огурец, на полу валяется, никто его не ест",Новосибирск
3/7/2019 19:30:27,"соленый огурец, по полу катается, никто его не ест.","Свердловская область, Рязанская область, Москва"
3/7/2019 21:26:45,Пустая шоколадина!,"Был Ленинград, тал Санкт-Петербург"
3/7/2019 22:01:58,"соленый огурец, по полу валяется, никто его не ест",Архангельск
3/7/2019 23:33:21,"солёный огурец, пустая шоколадина",Санкт-Петербург
3/7/2019 23:47:02,Турецкий барабан,Москва
3/8/2019 1:08:13,Соленый огурец,Краснодар
3/8/2019 1:43:03,"Соленый огурец, на полу валяется, никто тебя не ест",Алтайский край
3/8/2019 9:51:29,"Солёный огурец, по полу валяется - никто его не ест. Муха прилетела, понюхала и съела. ","Горноправдинск, Ханты-Мансийский АО"
3/8/2019 11:36:03,"Соленый огурец. По полу валяется, Никто его не ест. Муха прилетела, Понюхала и съела.",Город Липецк
3/8/2019 11:53:07,Солёный огурец,Тюмень
3/8/2019 12:56:32,"Соленый огурец, на полу валяется никто его не ест",Реутов (Московская область)
3/8/2019 13:37:48,Соленый огурец. На полу валяется никто его не ест.,Барнаул
3/8/2019 13:55:31,Соленый огурец,Казань
3/8/2019 14:07:00,"турецкий барабан, кто с тобой подружится - тот рыжий таракан",Воронеж
3/8/2019 14:59:30,соленый огурец,Рязань
3/8/2019 16:09:22,Соленый огурец,Минсу
3/8/2019 16:41:07,"Турецкий барабан, кто на нем играет - великан; 
Солёный огурец.",Юг Москвы
3/8/2019 18:40:45,Большая шоколадина,СПб
3/8/2019 18:57:51,Солёный огурец,Хабаровск
3/8/2019 21:15:05,Солёный огурец,"Город Тольятти, Самарская область"
3/8/2019 21:23:36,"Жадина-говядина, соленый огурец, по полу валяется никто его не ест",Деревня в Якутии. Джебарики-Хая
3/8/2019 22:46:03,Солёный огурец,Новосибирская область
3/8/2019 23:23:48,"солёный огурец, по полу валяется, никто его не ест",ростовская область
3/8/2019 23:26:30,"Соленый огурец, По полу валяется, никто его не ест.",Тольятти
3/9/2019 0:12:08,"Соленый огурец, на полу валяется никто его не ест. Муха подлетела и тебя съела.","Тольятти, Самарская область"
3/9/2019 0:16:23,"солёный огурец, на полу валяется, никто его не съест.",Юго-восток Московской области
3/9/2019 4:00:22,Пустая шоколадина,Санкт-Петербург
3/9/2019 4:01:22,"Солёный огурец, по полу валяется, никто её не ест. ",Омск
3/9/2019 6:06:41,"соленый огурец, на полу валяется никто его не ест",Новосибирск
3/9/2019 9:19:37,Соленый огурец,Москва
3/9/2019 9:22:48,Соленый огурец,"Берёзово, ХМАО-Югра"
3/9/2019 9:35:19,"Соленый огурец. На полу валяется, никто его не ест. Муха летела, понюхала и съела.",Г орск оренбургской обл
3/9/2019 10:07:02,Соленый огурец,Краснодар
3/9/2019 10:57:43,большая шоколадина,Санкт-Петербург
3/9/2019 12:06:44,Соленый огурец,Ташкент
3/9/2019 12:18:50,"Жадина-помадина, зеленый огурец, на полу валяется, никто его не ест",Киев  Украина
3/9/2019 12:49:25,"Пустая шоколадина, соленый огурец. На полу валяется, никто её не ест",Санкт-Петербург
3/9/2019 13:33:39,Солёный огурец,Ярославль
3/9/2019 13:40:06,Соленый огурец. На полу валятся-никто его не ест,Самара
3/9/2019 13:41:22,"Соленый огурец, по полу валяется, никто его не ест",Рязань
3/9/2019 13:45:20,"Соленый огурец,на полу валяется никто его не ест",Московская область
3/9/2019 13:49:06,"Соленый огурец, по полу валяется, никто его не ест","Ленинградская область, деревня Горбунки"
3/9/2019 13:59:45,Соленый огурец.,Москва
3/9/2019 14:06:17,Турецкий барабан,Москва
3/9/2019 14:10:56,Турецкий барабан. А кто на нем играет? Лёха-таракан!,Москва
3/9/2019 14:11:15,"Соленый огурец. На полу валяется, никто его не ест.",Москва
3/9/2019 14:16:42,"Соленый огурец, на полу валяется - никто его не ест.","Московская область, г. Раменское"
3/9/2019 14:17:57,соленый огурец,Ульяновск
3/9/2019 14:18:06,Вареный таракан,Москва
3/9/2019 16:11:04,"Соленый огурец. На полу валяется, никто его не ест ",Одесса
3/9/2019 16:16:07,солёный огурец,"Тюмень, Тюменская область"
3/9/2019 16:28:52,"соленый огурец, на полу валяется, никто тебя не ест. Муха подлетела, накакала и съела.","Братск, Иркутская область"
3/9/2019 16:31:06,"соленый огурец, на полу валяется, никто тебя не ест. Муха подлетела, накакала и съела.","Братск, иркутская область"
3/9/2019 16:33:49,Пустая шоколадина,Владивосток
3/9/2019 16:57:26,"Солёный огурец, на полу валяется, никто его не ест, муха прилетела, понюхала и съела ",Саратов
3/9/2019 17:55:46,"Соленый огурец. Никому не нравится, никто его не ест",Ашдод (Израиль)
3/9/2019 19:57:54,"соленый огурец, на полу валяется, никто его не ест","Днепропетровск, Днепропетровская обл."
3/9/2019 21:06:51,"Турецкий таракан, а кто на нём играет - (имя)-таракан",Москва
3/9/2019 21:11:57,Соленый огурец,"Республика Башкортостан, город Стерлитамак"
3/9/2019 21:16:13,Зелёный огурец,"Украина,  г. Ровно "
3/9/2019 21:48:23,солёный огурец,Красногорск
3/9/2019 23:20:44,Солёный огурец,ГДР
3/9/2019 23:21:34,Кислый борщ,Московская область
3/10/2019 2:07:50,соленый огурец,"Мытищи, Московская область"
3/10/2019 3:30:24,"Солёный огурец, никому не нравится, никто его не ест.",Запорожье
3/10/2019 9:27:20,Пустая шоколадина,Санкт-Петербург
3/10/2019 10:19:25,"В жопе шоколадина. Соленый огурец, никто его не ест.",Нижнекамск
3/10/2019 10:52:21,пустая шоколадина,Пермская область (г.Березники)
3/10/2019 11:15:31,Турецкий барабан,Москва
3/10/2019 12:24:19,Бука - шеколадина,Чита
3/10/2019 14:39:22,соленый огурец,"Украина, Донецк"
3/10/2019 14:51:20,"Солёный огурец! На полу валяется, никто его не ест!","Норильск, Красноярский край"
3/10/2019 15:52:35,"солёный огурец, на полу валяется - никто его не ест. Муха прилетела, понюхала и съела.","Москва, Московская область"
3/10/2019 15:56:30,"Солёный огурец. На полу валяется, никто его не ест  ",Уфа
3/10/2019 16:04:43,"Соленый огурец, на полу валяется - никто ее не ест.","Вильнюс, Литва"
3/10/2019 17:25:38,Соленый огурец,Магаданская область
3/10/2019 18:29:13,Соленый огурец,Ленинградская обла ты
3/10/2019 18:36:45,"Солёный огурец. По полу качается, никто его не ест. ",Минск
3/10/2019 19:56:01,"соленый огурец. На полу валяется, никто его не ест.",Москва
3/10/2019 22:01:54,В жопе шоколадина,"Йошкар-Ола, Марий Эл"
3/10/2019 22:17:36,"- соленый огурец, по полу катается,  никто его не ест.",Белгорд
3/10/2019 22:34:27,"пустая шоколадина (соленый огурец)! По плу валяется, никто его не ест. Муха прилетела, понюхала и съела.",Петрозаводск
3/10/2019 22:57:34,Соленый огурец,Обнинск
3/10/2019 23:03:06,"Соленый огурец, на полу валяется, никто его не ест",Москва
3/10/2019 23:03:48,Турецкий барабан. Кто в него играет - это (имя) хулиган,Москва
3/10/2019 23:41:19," Соленый огурец. На полу валяется, никто его не ест!",Таганрог
3/10/2019 23:43:47,"... пустая шоколадина, шоколадку съела, пузо заболело","Ангарск, Иркутская область "
3/10/2019 23:53:11,"соленый огурец, по полу валяется, никто его не ест",город Минск
3/11/2019 4:30:47,"Соленый огурец.. по полу валяется, никто его не ест..",Томск
3/11/2019 5:07:37,"соленый огурец, по полу валялся, никто его не ест. Муха подлетела, понюхала и съела.",Нижний Новгород
3/11/2019 8:56:17,"Пустая шоколадина, соленый огурец, на полу валяется никто его не ест","Иркутская область, г.Саянск"
3/11/2019 9:49:27,Соленый огурец,Смоленск
3/11/2019 10:07:11,"соленый огурец, на полу валяется, никто его не ест.",Красноярск
3/11/2019 12:02:43,"Зелёный огурец, по полу валяется , никто его не ест","Борисов, минская область"
3/11/2019 12:55:01,"солёный огурец, по полу катаешься, никто тебя не ест","г. Красноярск, Красноярский край"
3/11/2019 13:35:57,"солёный огурец. На полу валяется, никто его не ест",г.Канаш Чувашской Республики
3/11/2019 15:45:56,"Солёный огурец, никто его не кушает, никто его не ест",Ярославль
3/11/2019 17:16:50,Зелёный огурец,Одесса
3/11/2019 18:04:21,Соленый огурец,"Краснодар, Краснодарский край"
3/11/2019 18:44:52,"пустая шоколадина, шоколадку съела - пузо заболело.","Ангарск, Иркутская область"
3/11/2019 18:58:09,"Жадина-говядина, соленый огурец

Жадина-говядина, попа-шоколадина","Москва (в основном), Йошкар-Ола"
3/11/2019 19:00:24,"Пустая шоколадина, на полу валяется, никто ее не ест.",Ленинград
3/11/2019 19:15:56,"соленый огурец, на поло валяется, никто её не ест",Ленинград/Санкт-Петербург
3/11/2019 19:23:34,Пустая шоколадина,Ленинград
3/11/2019 19:42:00,Соленый огурец,Москва
3/11/2019 19:42:51,Пустая шоколадина,Ленинград
3/11/2019 19:59:58,"Турецкий баран, кто на нем играет - жирный таракан","Максимовка, Московская область"
3/11/2019 20:02:44,"Дома шоколадина
На полу валяется
Никто её не ест","Одесса, Одесская область"
3/11/2019 20:03:53,пустая шоколадина,Ленинград
3/11/2019 20:57:59,Пустая шоколадина,Петрозаводск
3/11/2019 21:38:17,"Соленый огурец, на полу валяется, никто его не ест.","Калуга, Калужская область"
3/11/2019 21:46:42,солёный огурец,"г. Феодосия, АРКрым, Украина"
3/11/2019 22:08:19,"Солёный огурец, на полу валяется, никто его не ест.","Город Вологда, Вологодская область"
3/12/2019 1:36:28,"Солёный огурец, никто его не ест. ",Г. Ульяновск
3/12/2019 3:30:28,Турецкий барабан,Москва
3/12/2019 9:25:07,"Солёный огурец - на полу валяется, никто его не ест",Москва
3/12/2019 10:54:16,"Солёный огурец, никто его не слушает, никто его не ест. ","Краснодарский край, Каневской район. "
3/12/2019 12:23:16,"Солёный огурец, на полу валяется, никто его не ест","Геленджик, Краснодарский край"
3/12/2019 14:47:24,большая шоколадина,на Севере
3/12/2019 16:16:47,"Турецкий барабан, кто на нем катается тот и таракан",Москва и Абрамцево
3/12/2019 16:32:00,"солёный огурец, на полу валяется, никто его не ест",Крым
3/12/2019 16:35:34,соленый огурец на полу валяется никто его не ест,Крым
3/12/2019 16:51:53,"Зелёный огурец, по полу валяется, никто его не ест. ",Харьков
3/12/2019 18:21:28,"соленый огурец, по полу ваяется - никто его не ест",
3/12/2019 19:59:50,"зелёный огурец, по полу валяется никто его не ест","Украина, Черкасская область"
3/12/2019 21:37:48,Солёный огурец,Ленинград
3/12/2019 22:18:16,"Солёный огурец, на полу валяется, никто его не ест. Муха прилетела, понюхала и съела","Междуреченск, Кемеровская обл"
3/13/2019 1:38:15,Турецкий барабан,Москва
3/13/2019 2:30:39,"Жадина говядина, солёный огурец. На полу валяется - никто его не ест.  А муха прилетела, понюхала - и съела.",Киев
3/13/2019 4:33:25,"Солёный огурец, на полу валяется, никто его не ест",Москва
3/13/2019 9:12:01,пустая шоколадина,Ленинград/Санкт-Петербург
3/13/2019 11:46:04,булка шоколадина,Чита
3/13/2019 11:58:40,в жопе шоколадина,сыктывкар
3/13/2019 12:41:45,Солёный огурец,Троицк Челябинской области
3/13/2019 13:52:16,Соленый огурец,Москва
3/13/2019 13:58:51,пустая шоколадина,Санкт-Петербург
3/13/2019 16:23:22,"солёный огурец, на полу валяется  никто его не ест. ","Московская область, Серпухов-15"
3/13/2019 16:54:08,Большая шоколадина,Пермский край
3/13/2019 16:59:18,"Жадина-говядина, соленый огурец, по полу валяешься, никто тебя не ест.","Томск, Томская область"
3/13/2019 17:31:02,Солёный огурец,Москва
3/13/2019 18:12:13,"соленый огурец, на полу валяется никто ее не ест.",Челябинск
3/13/2019 18:34:43,Попа шоколадина,Сыктывкар
3/13/2019 20:36:43,"Соленый огурец, на полу валяется, никто его не ест",Сургут ХМАО-Югра
3/13/2019 21:03:10,Соленый огурец по полю валяется никто его не ест,Красноярск
3/13/2019 23:08:26,"Соленый огурец, на полу валяется, никто его не ест!",Санкт-Петербург. Летом - Калуга.
3/14/2019 0:34:35,"солёный огурец, на полу валяется, никто его не ест","Уфа, Башкортостан"
3/14/2019 0:34:41,"Соленый огурец. По полу валяется - никт его не ест. Муха подлетела, понюхала и съела",Брянск
3/14/2019 1:44:35,"Соленый огурец. На полу валяется, никто его не ест.",Ленинград
3/14/2019 4:28:46,"Соленый огурец, по полу катается, никто его не ест",Москва
3/14/2019 8:15:35,"соленый огурец, по полу валяется - никто его не ест","Междуреченск, Кемеровская область"
3/14/2019 8:58:10,Турецкий барабан,Москва
3/14/2019 9:00:49,большая шоколадина,"Краснокамск, Пермская область"
3/14/2019 9:41:22,Солёный огурец,Тюмень
3/14/2019 10:52:25,Соленый огурец,"Лиски, Воронежская обл."
3/14/2019 11:49:54,"жадина-говядина, кусок шоколадина.",Киев
3/14/2019 12:27:31,"Соленый огурец.  На полу валяется, никто его не ест. ",г. Миасс Челябинской области
3/14/2019 15:27:13,булка-шоколадина,Киров
3/14/2019 20:20:16,"Соленый огурец. На полу валяется, никто его не ест. ",Москва
3/14/2019 20:38:35,"Солёный огурец, на полу валяется, никто его не ест.","Актюбинск, казахстан"
3/14/2019 21:46:51,"Соленый огурец, на полу валяешься, никто тебя не ест ","Серов, Свердловская область "
3/14/2019 22:18:52,"Соленый огурец, на полу валяется, никто его не ест
Жадина-говядина, в попе шоколадина",Ярославль и Ярославская область
3/14/2019 23:13:36,пустая шоколадина,Ленинград
3/14/2019 23:39:12,"...соленый огурец, на полу валяется (по полу катается?), никто его не ест. ","Краснодарский край, г. Славянск-на-Кубани"
3/14/2019 23:57:48,Соленый огурец. На полу валяется - никто его не ест.,Киев
3/15/2019 0:37:50,булка шоколадина,"г.Макеевка, Украина"
3/15/2019 0:53:43,"солёный огурец, по полу катается - никто его не ест",Луганск
3/15/2019 2:32:06,соленый огурец на полу валяется никто тебя не ест,Обнинск
3/15/2019 2:36:02,в жопе шоколадина,Ижевск
3/15/2019 6:34:21,"Соленый огурец, на полу валяется, никто его не ест.",Красноярск
3/15/2019 7:16:27,зеленый огурец,Южно-Сахалинск
3/15/2019 8:29:47,"Солёный огурец, по полу валяется никто его не ест",Минск
3/15/2019 8:30:12,Соленый огурец,"Ростов на Дону, ростовская область"
3/15/2019 8:44:03,в попе шоколадина,город Череповец Вологодской области
3/15/2019 10:27:39,"Соленый огурец, по полу катается, никто его не ест ","Суходольск, Луганская область "
3/15/2019 11:47:23,"Соленый огурец, на полу валяется, никто ее не ест","Город Ангарск, Иркутская область, Россия"
3/15/2019 11:47:59,"солёный огурец, на полу валяется, никто его не ест.","г. Димитров, Донецкая область, Украина"
3/15/2019 12:02:07,"солёный огурец, на полу валяется, никто его не ест.","Стерлитамак, Башкортостан"
3/15/2019 12:03:47,Без продолжения,"Новокузнецк, Кемеровская область, РФ"
3/15/2019 12:17:51,"""Жадина-говядина — солёный огурец""
""Жадина-говядина — варёный баклажан"" ",Новосибирск
3/15/2019 14:01:10,"соленый огурец, по полу валяешься, никто тебя не ест.",Тюмень
3/15/2019 15:43:13,Солёный огурец,"Ижевск, Удмуртская Республика "
3/15/2019 17:08:30,"турецкий барабан, кто на нем играет, тот и таракан",Москва
3/15/2019 17:09:32,соленый огурец,Москва
3/15/2019 19:36:11,Соленый огурец,"Казань, Татарстан"
3/15/2019 21:29:22,Пустая шоколадина,Владивосток
3/15/2019 22:35:33,"солёный огурец, на полу валяется, никто его не ест","Макеевка, Донецкая обл, Украина"
3/15/2019 23:30:20,"Жадина-говядина,большая шоколадина","Удмуртская республика,г.Глазов"
3/15/2019 23:31:15,Соленый огурец на полу валяется никто его не ест,Архангельск
3/16/2019 0:12:26,"...соленый огурец, На полу валяется (/валяешься), никто тебя не ест!",Петропавловск-Камчатский
3/16/2019 0:13:05,"Жадина-говядина, турецкий барабан. Кто на нем играет - рыжий таракан.",Москва
3/16/2019 0:13:24,"...турецкий барабан [_не_ местное, услышано кажется на материке]",Петропавловск-Камчатский
3/16/2019 0:15:35,"Жадина-говядина, соленый огурец, на полу валяется - никто его не ест.",Москва
3/16/2019 1:28:21,"Жадина-говядина соленый огурец, в попе шоколадина, никто его не ест ","Иркутская область, город Братск"
3/16/2019 3:24:49,солёный огурец,Московская область
3/16/2019 10:22:30,пустая шоколадина,"Екатеринбург, Свердловская область"
3/16/2019 10:23:21,"соленый огурец, по полу валяется, никто его не ест","Курган, Курганская область"
3/16/2019 11:24:14,соленый огурец. На полу валяется никто его не ест.,Липецк
3/16/2019 15:26:52,"Соленый огурец. По полу валяется, никто его не ест.",Белгород
3/16/2019 18:22:09,в попе шоколадина,"Пермская область, город Чайковский "
3/16/2019 18:51:16,Солёный огурец,Коми
3/16/2019 18:53:40,"Солёный огурец
На полу валяется никто его не ест
Муха прилетела
Понюхала и съела","Саратов, Саратовская область"
3/16/2019 18:59:57,"...соленый огурец, на полу валяешься, никто тебя не ест! (А муха прилетела, покакала и улетела)","Украина, Донецкая область, г. Мариуполь"
3/16/2019 19:57:00,"...cоленый огурец, по полу валяется - никто его не ест. 
...турецкий барабан, кто на нем играет -  по попе получает.","Ленинград, Подмосковье - Домодедово"
3/16/2019 20:38:58,"Жадина-Говядина соленый огурец , по полу катается никто его не ест , мухи прилетели понюхали и съели","Карасук, Новосибирская Область "
3/16/2019 20:49:14,"Жадина-говядина, пустая шоколадина","Ленинград, Домодедово (Подмосковье)"
3/16/2019 21:54:00,"соленый огурец. По полу катается, никто его не ест ",ДНЕПР
3/16/2019 21:57:28,"солёный огурец. По полу валяется, никто его не ест. ","Сланцы Ленинградской обл. Лето: Гомельская обл., Беларусь"
3/16/2019 22:29:44,Пустая шоколадина,"Свердловская область, Нижняя Салда"
3/17/2019 1:14:41,Жопа-шоколадина,"Ивановская область, город Заволжск"
3/17/2019 13:25:47,"соленый огурец, на полу валяется, никто его не ест",Брянская область
3/17/2019 13:52:47,"Соленый огурец: по полу валяется, никто его не ест","Г. Бийск, Алтайский край"
3/17/2019 14:14:12,солёный огурец: на полу валяется - никто его не ест!,г. Самара
3/17/2019 14:29:21,Пустая шоколадина,Санкт-Петербург
3/18/2019 0:23:04,"турецкий барабан, кто на нем играет - имярек-таракан
соленый огурец, на полу валяется, никто его не ест
пустая шоколадина",Москва
3/18/2019 0:41:50,"пустая шоколадина, на полу валяется - никто её не ест",Санкт-Петербург
3/18/2019 0:43:39,- солёный огурец,Санкт-Петербург
3/18/2019 0:55:24,солёный огурец,Москва; Ульяновская область
3/18/2019 8:21:28,соленый огурец,Омск
3/18/2019 10:49:25,пустая шоколадина,Санкт-Петербург
3/18/2019 10:51:32,"Соленый огурец: по полу валяется, никто его не ест",Санкт-Петербург
3/18/2019 11:07:04,Пустая шоколадина,ленинград
3/18/2019 12:16:22,пустая шоколадина,ЗАТО Озёрный Тверской области
3/18/2019 13:23:29,"соленый огурец, ты на полу валяешься, никто тебя не ест","Красноярск, Красноярский край"
3/18/2019 13:45:01,Турецкий барабан,Москва
3/18/2019 14:27:20,Турецкий барабан,Москва
3/18/2019 15:04:29,"соленый огурец, на полу валяется никто его не ест ",Рязань
3/18/2019 16:07:16,"соленый огурец, по полу валяется никто его не ест.",Башкортостан
3/18/2019 16:14:21,"соленый огурец, на полу валяется, никто его не ест",город москва
3/18/2019 17:20:37,"Турецкий барабан
Кто на нем играет? (Имя) таракан!",Москва
3/18/2019 17:28:41,соленый огурец на полу валяется никто его не ест,омск
3/18/2019 17:52:01,"Соленый огурец, на полу валяется никто его не ест",Московская
3/18/2019 17:56:55,"Соленый огурец, по полу валяется, никто его не ест",Уфа
3/18/2019 19:24:19,Соленый огурец. На полу валяется никто его не ест.,Житомир
3/18/2019 20:19:36,В жопе шоколадина,"Нижнекамск, Республика Татарстан"
3/18/2019 21:16:41,"В жопе(попе) шоколадина. Всю помойку облизала и ,,спасибо’’ не сказала.","Город Чайковский, Пермский край"
3/19/2019 0:05:35,"Солёный огурец. На полу валяется, никто её не ест",г. Ростов-на-Дону
3/19/2019 11:36:51,Слоёный огурец,"Зональная Станция, Томская область"
3/19/2019 11:55:27,"Солёный огурец, на полу валяется, никто тебя не есть",Барнаул
3/19/2019 13:34:22,"соленый огурец. На полу валяется, никто его не ест. Ну а если кто и съест, тут же выплюнет в подъезд.","Минск, Республика Беларусь"
3/19/2019 15:27:53,Соленый огурец,Владивосток
3/19/2019 19:15:42,"Соленый огурец, на полу валяется, никто ее не ест",Нижний Новгород
3/19/2019 19:44:20,"турецкий барабан, кто на нем играет,  усатый таракан",Москва
3/19/2019 20:40:53,"Солёный огурец, на полу валяется, никто его не ест",В Москве
3/19/2019 22:17:23,соленый огурец,г.Красноярск
3/20/2019 8:41:33,Солёный огурец,Воронеж
3/20/2019 12:06:38,пустая шоколадина,Ленинград
3/20/2019 12:07:48,Солёный огурец лежит он на полу никто его не ест,"Город Тамбов, Тамбовская область"
3/20/2019 12:08:31,Турецкий барабан,Город Тамбов  Тамбовская область
3/20/2019 14:02:23,Соленый таракан,Реутов Московская область
3/20/2019 14:18:16,В ж..е шоколадина,Архангельск
3/20/2019 18:55:29,"Соленый огурец, по полу валяется, никто его не ест, муха подлетела, понюхала и съела",Москва
3/20/2019 21:41:39,Кошка- шоколадина,"г.Пермь, "
3/20/2019 22:12:22,Солёный огурец,"Самарская область, Самара"
3/20/2019 23:22:33,"соленый огурец, по полу валяется, никто его не ест","поселок Майский, Совгаванский район, Хабаровский край"
3/20/2019 23:38:48,"солёный огурец, никто тебя не любит, никто тебя не ест","Шимановск, Амурская область"
3/21/2019 4:28:31,Соленый огурец,Абакан
3/21/2019 9:40:43,"соленый огурец, по полу валяешься, никто тебя не ест!","р.п. Сузун, Новосибирская область"
3/21/2019 9:43:09,"соленый огурец, на полу валяется никто его не ест. Кошка прилетела, понюхала и съела",Новосибирск
3/21/2019 9:46:13,"соленый огурец, на полу валяешься никто тебя не ест",Новосибирск
3/21/2019 11:18:04,солёный огурец,Новосибирск
3/21/2019 12:06:26,Соленый огурец,Ташкент
3/21/2019 12:13:41,солёный огурец,"Камчатская область, с. Запорожье"
3/21/2019 12:35:06,"соленый огурец, никто тебя не ест","Фалешты, Молдова"
3/21/2019 15:41:03,"Жадина- говядина, солёный огурец, по полу валяется, никто его не ест
",Тольятти
3/21/2019 16:15:53,"Жадина-говядина, соленый огурец, на полу валяется,- никто его не ест.",Ташкент
3/21/2019 19:22:49,"Турецкий барабан, кто на нем играет Имя таракан
",Москва
3/21/2019 21:25:24,"соленый барабан, кто в него играет, тот толстый таракан",г. Выборг Ленинградской области
3/22/2019 4:16:31,Соленый огурец. По полу валяется- никто её не ест.,Тула
3/22/2019 12:45:40,"Соленый огурец,  по полу валяется   никто его не ест",Калининград Калининградской обл.
3/22/2019 13:31:34,В попе шоколадина,Новгородская область
3/22/2019 13:33:14,"В попе шоколадина,на полу валяется никто не не ест,муха прилетела понюхала и с'ела",Новгородская область
3/23/2019 0:01:18,"Солёный огурец. На полу валяется, никто его не ест. ","Таганрог, Ростовская область"
3/23/2019 0:12:18,Пустая шоколадина,Владивосток
3/23/2019 1:11:34,солёный огурец,Москва
3/23/2019 10:22:53,"солёный огурец, он по полу катается, никто его не ест","Новосибирск, Новосибирская область"
3/23/2019 11:38:21,"сука
",с мамай
3/23/2019 15:33:55,пустая шоколадина,"Петрозаводск, Карелия"
3/23/2019 22:16:33,"Жадина-говядина, соленый огурец. На полу валяется, никто его не ест. Муха прилетела, понюхала и съела.",Волгоград
3/23/2019 23:45:30,Солёный огурец,"Г.Кирово-Чепецк, Кировская область"
3/24/2019 0:50:36,"солёный огурец, На полу валяется - сексом занимается!","респ. Калмыкия, с. Малые Дербеты"
3/24/2019 9:18:18,"турецкий барабан, а кто на нем играет - ... таракан",москва
3/24/2019 9:57:46,"турецкий барабан; соленый огурец, на полу валяется никто его не ест.","Москва, Московская область"
3/24/2019 10:03:20,"Жадина-говядина,  соленый огурец,  по полу валяется никто его не ест! ","Деревня,  город"
3/24/2019 22:20:22,"солёный огурец, на полу валяется, никто тебя не ест","Г.Тюкалинск, Омская обл"
3/24/2019 23:32:39,"соленый огурец, на полу валяется, никто его не ест. А муха прилетела, понюхала и съела. ","Днепр, Днепропетровская область"
3/25/2019 9:51:50,турецкий барабан,Москва
3/25/2019 9:51:46,"Турецкий барабан, кто на нём играет ...",Долгопрудный Московская область
3/25/2019 11:53:34,"соленый огурец, по полу валяется, никто его не ест.",Волгоградская область
3/25/2019 12:02:40,Соленый огурец,Липецк
3/25/2019 12:18:53,"Турецкий барабан, кто на нем играет тот ( или имя) и таракан",Москва
3/25/2019 12:49:39,"Жадина-говядина, турецкий барабан, кто на нем играет?.. (Имя: Таня, Ваня, Саша....) - таракан!",Москва
3/25/2019 17:20:50,"соленый огурец, на полу валяется никто его не ест.",Загорск
3/25/2019 17:34:29,"соленый огурец, на полу валяется, никто его не ест",Волжский Волгоградской области
3/25/2019 21:03:56,"соленый огурец, по полу валяется, никто его не ест","г. Тында, Амурская область"
3/25/2019 22:21:00,Соленый огурец,"Херсон, Украина"
3/25/2019 22:21:42,Турецкий барабан,"Херсон, Украина"
3/26/2019 9:45:10,Пустая шоколодина,"Улан-Удэ, Бурятия"
3/26/2019 16:51:40,"Жадина-говядина, соленый огурец, на полу валяется, никто его не ест","г. Уфа, республика Башкортостан"
3/26/2019 17:14:40,соленый огурец на полу валяется никто его не ест,"Алма-Ата, Казахстан"
3/26/2019 17:51:25,"соленый огурец, на полу валяется никто его не ест. Муха прилетела, понюхала и съела",Иваново
3/26/2019 21:16:05,в попе шоколадна,Вологда
3/26/2019 22:07:03,"...соленый огурец. На полу валяется, никто его не ест.","Самара, Самарская область"
3/26/2019 23:13:31,"Соленый огурец, на полу валяется никто его не ест",Санкт-Петербург
3/27/2019 1:39:15,Соленый огурец,Кемерово
3/27/2019 1:41:02,"...солёный огурец, на полу валяется, никто его не ест","Московская об., г. Домодедово"
3/27/2019 8:20:01,"соленый огурец, на полу валяется, никто его не ест","г. Иваново, Ивановская обл."
3/27/2019 11:15:12,"солёный огурец, на полу валяется, никто его не ест.",Брянская область
3/27/2019 11:31:41,"Соленый огурец, по полу валяется, никто его не ест","Ленобласти (но узнала от мамы, которая из Кисловодска)"
3/27/2019 21:23:05,"соленый огурец, на полу валяется никто его не ест.",Челябинск / Санкт-Петербург
3/28/2019 9:01:46,"Турецкий барабан, кто на нем играет, тот рыжий таракан",Москва
3/28/2019 12:50:58,Турецкий барабан,Самара
3/28/2019 15:38:33,"Жадина -говядина, соленый огурец, по полу валяется, никто его не ест!",Кемерово
3/28/2019 21:25:06,"жадина говядина соленый огурец под столом валяется никто его не ест

","Белоруссия, Витебск "
3/29/2019 2:11:00,"Пустая шоколадина, на полу валялась, никто её не ел. Муха прилетела, понюхала и сьела",Лениград
3/29/2019 2:11:30,Солёный огурец,Лениград
3/29/2019 9:42:25,"Жадина-говядина, соленый огурец,
на полу валяется, никто его не ест ","Кыргызстан, город Бишкек"
3/29/2019 10:05:55," соленый огурец. По полу валяется, никто его (её) не ест","Калининград, Калининградская область"
3/29/2019 11:37:16,"...солёный огурец, 
простая/большая шоколадина,
(из след. строки помню только слово последнее - варёная. возможно, на горшке варёная), 
сосисками побитая, 
чтоб не была сердитая.","Нижний Тагил, Свердл. обл."
3/29/2019 13:16:55,"Соленый огурец, на полу валяется никто его его не ест",Санкт-Петербург
3/29/2019 15:32:40,"Жадина-говядина, солёный огурец. По-полу валяешься - никто тебя не ест. Муха прилетела - понюхала и съела! 😛 ","Кемерово, пригород"
3/29/2019 16:09:06,"Жадина-говядина, турецкий барабан, а кто на нем играет - жаба-таракан",Москва
3/29/2019 16:18:47,"Турецкий барабан, кто на нём играет [имя] - таракан!","Малаховка, Московская область."
3/29/2019 17:20:33,Турецкий барабан и далее по тексту),Москва
